5.94374 -0.00107494
14.0494 -0.00105923
22.1544 -0.00102868
30.258 -0.000982671
38.3596 -0.000920148
46.4588 -0.000839716
54.5553 -0.000739801
62.649 -0.000618714
70.7399 -0.000474665
78.8283 -0.000305916
86.9146 -0.000110902
94.9996 0.000111813
103.084 0.000363609
111.169 0.000645796
119.254 0.000959773
127.342 0.00130739
135.431 0.00169127
143.521 0.00211514
151.611 0.00258438
159.697 0.00504686
167.759 0.00761575
175.76 0.0103323
183.628 0.0132255
191.246 0.0163037
198.59 0.0195438
207.376 0.0228756
217.545 0.0261689
227.962 0.0249697
237.399 0.0235393
245.218 0.0221623
252.252 0.0208447
259.758 0.0195942
267.548 0.0184164
275.438 0.0174287
283.263 0.0167624
290.882 0.0161364
298.163 0.015543
305.816 0.0149804
314.238 0.0144526
323.315 0.0139632
332.747 0.0134892
342.104 0.0125545
350.954 0.011626
358.843 0.0106987
366.552 0.00976546
374.396 0.00881667
382.322 0.00784234
390.289 0.00683583
398.265 0.00579248
406.232 0.00470962
414.179 0.00358603
422.102 0.00242097
430.006 0.00121458
437.899 -3.13743e-05
445.791 -0.00131512
453.693 -0.00263261
461.614 -0.00397782
469.557 -0.00534225
477.517 -0.00671171
485.476 -0.011494
493.353 -0.0162541
501.002 -0.0208506
507.95 -0.0250591
515.259 -0.0285724
523.09 -0.031054
531.457 -0.0322331
540.372 -0.0320102
549.78 -0.0304925
559.464 -0.0279464
569.038 -0.0178414
577.399 -0.00794139
585.127 0.00145321
592.852 0.0106662
600.333 0.0198376
608.827 0.0287861
619.569 0.0368365
630.195 0.0349232
639.17 0.0306777
646.186 0.0256997
653.312 0.0203585
660.882 0.0149196
668.677 0.00950468
676.57 0.00414479
684.499 0.00137561
692.436 0.00233197
700.371 0.00326417
708.298 0.00415955
716.207 0.00500597
724.082 0.00579085
731.901 0.00650138
739.638 0.00712815
747.364 0.00766588
755.375 0.00810582
763.642 0.00844093
772.096 0.00867716
780.661 0.00882152
789.257 0.00888225
797.8 0.00887491
806.214 0.00880977
814.431 0.0087002
822.395 0.00856011
830.065 0.00840205
837.77 0.00823916
845.608 0.00808241
853.533 0.00794399
861.511 0.00783497
869.51 0.00805864
877.488 0.0116281
885.351 0.0152757
892.959 0.018959
900.096 0.0226024
908.022 0.0260749
918.56 0.0291937
929.754 0.0251859
938.729 0.0210221
945.837 0.0172358
953.397 0.0137949
961.221 0.010658
969.189 0.00776821
977.225 0.00506307
985.291 0.00247932
993.367 0.00205565
1001.44 0.00166962
1009.52 0.00131367
1017.6 0.000984667
1025.68 0.00068119
1033.75 0.000402882
1041.83 0.000149885
1049.91 -7.75483e-05
1057.98 -0.000279281
1066.07 -0.000455501
1074.15 -0.000606838
1082.24 -0.000734283
1090.33 -0.000839074
1098.43 -0.000922662
1106.53 -0.000986648
1114.63 -0.00103263
1122.73 -0.00106205
1130.84 -0.00107595
